model,precision,recall,f1,auc_pr,auc_roc,tp,fp,fn,tn
xgboost_tuned_top30,0.8016194331983806,0.4852941176470588,0.6045801526717557,0.5636908829294383,0.8277219164672865,198,49,210,8384
