model,n_features,precision,recall,f1,auc_pr,auc_roc,tp,fp,fn,tn
xgboost_tuned_shap95,123,0.6317460317460317,0.4877450980392157,0.5504840940525588,0.5562017941685986,0.844846227356115,199,116,209,8317
